	WORD	CEFR	CLUE
2991	dérivé	b2	['a product made during the manufacture of something else', '(linguistics) a word that is derived from another word', 'a natural consequence of development']
2992	dérober	b1	['make off with belongings of others', 'take something away by force or without the consent of the owner']
2993	dérogation	c1	['a formal written statement of relinquishment', '(law) the partial taking away of the effectiveness of a law; a partial repeal or abolition of a law', 'a deduction allowed to a taxpayer because of his status (having certain dependents or being blind or being over 65 etc.)', 'immunity from an obligation or duty']
2994	dérogatoire	b1	['expressive of low opinion']
2995	déroger	b1	['take away a part from; diminish', 'make inoperative or stop', 'cause to seem less serious; play down']
2996	déroulement	c1	['(American football) a play in which a player attempts to carry the ball through or past the opposing team', 'a developmental process']
2997	dérouler	c1	['develop or come to a promising stage', 'sing a note with the correct pitch', 'remove the outer cover or wrapping of', 'reverse the winding or twisting of', 'lead musicians in the performance of', 'to be found to exist', 'be valid, applicable, or true']
2998	dérouter	b2	['disturb the composure of']
2999	désaccord	b1	"['a difference between conflicting facts or claims or opinions', 'the speech act of disagreeing or arguing or disputing', 'a state of conflict between persons', ""a conflict of people's opinions or actions or characters""]"
3000	désagréable	b2	['highly offensive; arousing aversion or disgust', 'causing disapproval or protest']
3001	désapprobation	c1	['a difference between conflicting facts or claims or opinions', 'the expression of disapproval', 'an expression of strong disapproval; pronouncing as wrong or morally culpable']
3002	désapprouver	a2	['refuse to acknowledge; disclaim knowledge of; responsibility for, or association with', 'be different from one another']
3003	désarmer	c1	['remove offensive capability from', 'take away the weapons from; render harmless', 'make less hostile; win over']
3004	désarroi	b1	['untidiness (especially of clothing and appearance)', 'a feeling of embarrassment that leaves you confused', 'the feeling of despair in the face of obstacles']
3005	désastre	c1	"['an act that has disastrous consequences', 'an event resulting in great loss and misfortune', ""a sudden violent change in the earth's surface"", 'a state of extreme (usually irremediable) ruin and misfortune']"
3006	désastreux	c1	['(of events) having extremely unfortunate or dire consequences; bringing ruin; ; ; ; - Charles Darwin; - Douglas MacArthur']
3007	désert	b1	['leave someone who needs or counts on you; leave in the lurch', 'very thin especially from disease or hunger or cold', 'providing no shelter or sustenance', 'located in a dismal or remote area; desolate', 'desert (a cause, a country or an army), often in order to join the opposing cause, country, or army', 'an uninhabited wilderness that is worthless for cultivation', 'arid land with little or no vegetation', 'a wild and uninhabited area left in its natural condition', '(politics) a state of disfavor']
3008	déserter	c1	['located in a dismal or remote area; desolate', 'desert (a cause, a country or an army), often in order to join the opposing cause, country, or army', 'arid land with little or no vegetation']
3009	déserteur	b1	['a person who abandons their duty (as on a military post)', 'a disloyal person who betrays or deserts his cause or religion or political party or friend etc.']
3010	désertification	b1	['the gradual transformation of habitable land into desert; is usually caused by climate change or by destructive use of the land']
3011	désespoir	b1	['desperate recklessness', 'feeling downcast and disheartened and hopeless', 'the feeling that everything is wrong and nothing will turn out well', 'the despair you feel when you have abandoned hope of comfort or success', 'a state in which all hope is lost or absent']
3012	désespérer	b1	['abandon hope; give up hope; lose heart', 'the feeling that everything is wrong and nothing will turn out well', 'a state in which all hope is lost or absent']
3013	désespéré	a2	['showing extreme courage; especially of actions courageously undertaken in desperation as a last resort; ; - G.C.Marshall', 'fraught with extreme danger; nearly hopeless; ; - G.C.Marshall', 'showing extreme urgency or intensity especially because of great need or desire', '(informal to emphasize how bad it is) beyond hope of management or reform', 'without hope because there seems to be no possibility of comfort or success', 'arising from or marked by despair or loss of hope', 'certain to fail', 'desperately determined', '(of persons) dangerously reckless or violent as from urgency or despair', 'of a person unable to do something skillfully', 'a person who is frightened and in need of help']
3014	désespérément	b1	['with great urgency', 'without hope; desperate because there seems no possibility of comfort or success', 'in intense despair']
3015	déshabiller	a2	"['get undressed', ""remove (someone's or one's own) clothes"", 'partial or complete nakedness']"
3016	déshonneur	b2	['refuse to accept', 'bring shame or dishonor upon', 'force (someone) to have sex against their will', 'lacking honor or integrity', 'a state of shame or disgrace']
3017	déshonorer	a1	['refuse to accept', 'bring shame or dishonor upon', 'force (someone) to have sex against their will', 'lacking honor or integrity', 'a state of shame or disgrace']
3018	désigner	c1	['select as an alternative over another', 'propose as a candidate for some honor', 'indicate a place, direction, person, or thing; either spatially or figuratively', 'express or state indirectly', 'involve as a necessary condition of consequence; as in logic', 'be a sign or indication of', 'give the name or identifying characteristics of; refer to by name or some other identifying characteristic property', 'assign a name or title to', 'detect with the senses', 'furnish', 'create and charge with a task or function', 'charge with a function; charge to be', 'assign a duty, responsibility or obligation to']
3019	désinfecter	b1	['destroy microorganisms or pathogens by cleansing']
3020	désinfection	c1	['treatment to destroy harmful microorganisms']
3021	désinformation	c1	['misinformation that is deliberately disseminated in order to influence or confuse rivals (foreign enemies or business competitors etc.)', 'misinformation that is deliberately disseminated in order to influence or confuse rivals (foreign enemies or business competitors etc.)']
3022	désintéressement	a2	['freedom from bias or from selfish motives']
3023	désir	c1	['express a desire for', 'an inclination to want things', 'the feeling that accompanies an unsatisfied state', 'a specific feeling of desire', 'prolonged unfulfilled desire or need', 'a desire for sexual intimacy', 'something that is desired']
3024	désirable	b1	['worth having or seeking or achieving', 'worthy of being chosen especially as a spouse']
3025	désirer	b1	['plead or ask for earnestly', 'invoke upon', 'make or express a wish', 'have a craving, appetite, or great desire for', 'feel or express a desire or hope concerning the future or fortune of', 'feel or have a desire for; want strongly', 'express a desire for', 'expect and wish', 'wish, long, or crave for (something, especially the property of another person)', 'desire strongly or persistently']
3026	désireux	b1	['desiring or striving for recognition or advancement', 'unfulfilled or frustrated in realizing an ambition', 'having or expressing desire for something']
3027	désister	c1	['choose not to consume']
3028	désobéir	a2	['refuse to go along with; refuse to follow; be disobedient']
3029	désobéissance	b2	['the failure to obey', 'the trait of being unwilling to obey']
3030	désobéissant	a2	['not obeying or complying with commands of those in authority', 'unwilling to submit to authority']
3031	désoler	a1	['unify again, as of a country', 'have a reunion; unite again']
3032	désordre	b2	['bring disorder to', 'a mental state characterized by a lack of clear and orderly thought and behavior', 'a feeling of restless agitation', '(Greek mythology) the most ancient of gods; the personification of the infinity of space preceding creation of the universe', 'a condition in which things are not in their expected places']
3033	désorienter	b2	['perplexed by many conflicting situations or statements; filled with bewilderment', 'cause to be lost or disoriented']
3034	désormais	c1	['from this time forth; from now on', 'in these times; - Nancy Mitford', 'used to preface a command or reproof or request', '(prefatory or transitional) indicates a change of subject or activity']
3035	déséquilibre	c1	['a lack of balance or state of disequilibrium']
3036	déséquilibrer	b1	['hold or carry in equilibrium']
3037	détacher	c1	['undo the ties of', 'cause to become loose', 'disconnect or separate', 'cause to become detached or separated; take off', 'untie or unfasten', 'transfer an employee to a different, temporary assignment']
3038	détail	b2	['assign to a specific task', 'provide details for', 'the selling of goods to consumers; usually in small quantities and not for resale', 'an isolated fact that is considered separately from the whole', 'extended treatment of particulars', 'a crew of workers selected for a particular task', 'a temporary military unit', 'a small part that can be considered separately from the whole']
3039	détailler	c1	['assign to a specific task', 'provide details for', 'extended treatment of particulars', 'a crew of workers selected for a particular task', 'a temporary military unit', 'a small part that can be considered separately from the whole']
3040	détecter	c1	['catch sight of', 'discover or determine the existence, presence, or fact of']
3041	détecteur	c1	['any device that receives a signal or stimulus (as heat or pressure or light or motion etc.) and responds to it in a distinctive manner', 'electronic equipment that detects the presence of radio signals or radioactivity', 'rectifier that extracts modulation from a radio carrier wave']
3042	détective	b2	['a breed of large powerful hound of European origin having very acute smell and used in tracking', 'a police officer who investigates crimes', 'an investigator engaged or employed in obtaining information not easily available to the public', 'someone who can be employed as a detective to collect information']
3043	détenir	c1	"['stop or halt', ""have or hold in one's hands or grip"", 'be the physical support of; carry the weight of', 'to close within bounds, limit or hold back from movement', 'have rightfully; of rights, titles, and offices', 'deprive of freedom; take into confinement', 'pursue a positive and satisfying existence']"
3044	détente	a1	['the easing of tensions or strained relations (especially between nations)', 'a method of solving simultaneous equations by guessing a solution and then reducing the errors that result by successive approximations until all the errors are less than some specified amount']
3045	détenteur	c1	['a holding device', 'the person who is in possession of a check or note or bond or document of title that is endorsed to him or to whoever holds it']
3046	détention	c1	['the act of retaining something', 'holding by the police', 'a punishment in which a student must stay at school after others have gone home', 'a state of being confined (usually for a short time)']
3047	déterminant	b2	['having the power or quality of deciding', 'a determining or causal element or factor', 'a square matrix used to solve simultaneous equations']
3048	détermination	c1	['the quality of being determined to do or achieve something; firmness of purpose']
3049	déterminer	c1	"['reason or establish by induction', 'bring to an end; settle conclusively', 'cause to decide', 'fix conclusively or authoritatively', 'fix in scope; fix the boundaries of', 'shape or influence; give direction to', 'influence or determine', 'impose something unpleasant', 'settle conclusively; come to terms', ""cause somebody to adopt a certain position, belief, or course of action; twist somebody's arm"", 'cause to adopt an opinion or course of action', 'provide the needed stimulus for', 'establish after a calculation, investigation, experiment, survey, or study', 'decide upon or fix definitely', 'give a definition for the meaning of a word', 'cause to happen or to occur as a consequence', 'cause to arise', 'cause to occur rapidly', 'evoke or provoke to appear or occur', 'call forth (emotions, feelings, and responses)', 'discover or determine the existence, presence, or fact of', 'determine the essential quality of', 'determine the nature of', 'show the form or outline of']"
3050	déterminisme	a2	['(philosophy) a philosophical theory holding that all events are inevitable consequences of antecedent sufficient causes; often understood as denying the possibility of free will']
3051	déterminé	b1	['marked by firm determination or resolution; not shakable', 'determined']
3052	détestable	c1	['provoking horror; ; ; ; - Winston Churchill', 'shockingly repellent; inspiring horror', 'under a curse', 'offensive to the mind']
3053	détester	a1	['dislike intensely; feel antipathy or aversion towards', 'find repugnant']
3054	détonation	b2	['the act of detonating an explosive', 'a violent release of energy caused by a chemical or nuclear reaction']
3055	détourner	b2	"['twist suddenly so as to sprain', 'strengthen by providing with a back or backing', 'turn away from by persuasion', 'lose clarity or turn aside especially from the main subject of attention or course of argument in writing, thinking, or speaking', 'apply to a wrong thing or person; apply badly or incorrectly', 'take arbitrarily or by force', ""draw someone's attention away from something"", 'turn aside and away from an initial or intended course', 'turn from a straight course, fixed direction, or line of interest', 'turn away or aside', 'turn aside; turn away from', 'cause to turn away from a previous or expected course', ""appropriate (as property entrusted to one's care) fraudulently to one's own use"", 'prevent the occurrence of; prevent from happening']"
3056	détresse	c1	['an internationally recognized signal sent out by a ship or plane indicating that help is needed', 'a state of adversity (danger or affliction or need)']
3057	détriment	c1	['a damage or loss']
3058	détroit	b2	['narrow', 'the largest city in Michigan and a major Great Lakes port; center of the United States automobile industry; located in southeastern Michigan on the Detroit river across from Windsor', 'a narrow channel of the sea joining two larger bodies of water']
3059	détruire	c1	['defeat soundly', 'destroy completely; damage irreparably', 'do away with, cause the destruction or undoing of', 'destroy completely', 'be engaged in building', 'do away with', 'order, supervise, or finance the construction of', 'declare invalid']
3060	détérioration	c1	['changing something with the result that it becomes worse', 'the occurrence of a change for the worse', 'process of changing to an inferior state', 'a complex or critical or unusual difficulty', 'a symptom of reduced quality or strength']
3061	détériorer	b1	['cause or do harm to', 'grow worse', 'become worse or disintegrate', 'inflict damage upon', 'cause damage or affect negatively', 'make worse or less effective', 'the act of damaging something or someone', 'make imperfect']
3062	dévaloriser	c1	['lower the value or quality of']
3063	dévastateur	c1	['wreaking or capable of wreaking complete destruction', 'physically or spiritually devastating; often used in combination', 'making light of; ; ; - W.S.Gilbert', 'someone who commits sabotage or deliberately causes wrecks']
3064	dévastation	b2	['the termination of something by causing so much damage to it that it cannot be repaired or no longer exists', 'plundering with excessive damage and destruction', 'an event that results in total destruction', 'the feeling of being confounded or overwhelmed', 'the state of being decayed or destroyed']
3065	dévaster	c1	['overwhelm or overpower', 'cause extensive destruction or ruin utterly', 'destroy completely; damage irreparably', 'do away with, cause the destruction or undoing of']
3066	développement	c1	['act of improving by expanding or enlarging or refining', 'a recent event that has some relevance for the present situation', 'a district that has been developed to serve some purpose', 'something grown or growing', '(biology) growth by addition as by the adhesion of parts or particles', 'processing a photosensitive material in order to make an image visible', 'a process in which something passes by degrees to a different stage (especially a more advanced or mature stage)', '(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level', 'a progression from simpler to more complex forms', 'a process of becoming larger or longer or more numerous or more important']
3067	développer	c1	"['come to have or undergo a change of (physical features and attributes)', 'change the use of and make available or usable', 'develop and grow', 'become larger, greater, or bigger; expand or gain', 'increase in size by natural process', 'expand in the form of a series', 'cause to grow or develop', 'grow old or older', 'develop and reach maturity; undergo maturation', 'become attached by or as if by the process of growth', 'grow, progress, unfold, or evolve through a process of evolution, natural growth, differentiation, or a conducive environment', 'cause to grow and differentiate in ways conforming to its natural development', 'exaggerate or make bigger', 'happen', 'be gradually disclosed or unfolded; become manifest', 'elaborate by the unfolding of a musical idea and by the working out of the rhythmic and harmonic changes in the theme', 'become technologically advanced', 'grow emotionally or mature', 'gain through experience', 'elaborate, as of theories and hypotheses', 'add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing', 'move into a strategically more advantageous position', ""move one's pieces into strategically more advantageous positions"", 'superimpose a three-dimensional surface on a plane without stretching, in geometry', 'generate gradually', 'work out', 'make something new, such as a product or a mental or artistic creation', 'make visible by means of chemical solutions', 'make visible', 'come into existence; take on form or shape']"
3068	développé	a2	['being changed over time so as to be e.g. stronger or more complete or more useful', '(of real estate) made more useful and profitable as by building or laying out roads', '(used of societies) having high industrial development']
3069	déviance	c1	['deviate behavior', 'a state or condition markedly different from the norm']
3070	dévoiler	c1	['expose while ridiculing; especially of pretentious or false claims and ideas', 'remove the cover from', 'disclose to view as by removing a cover', 'make visible']
3071	dévorer	b1	['use up (resources or materials)', 'eat immoderately', 'destroy completely', 'enjoy avidly']
3072	dévouement	b1	['(usually plural) religious observance or prayers (usually spoken silently)', 'religious zeal; the willingness to serve God', 'commitment to some purpose', 'a short message (as in a book or musical work or on a photograph) dedicating it to someone or something', 'feelings of ardent love']
3073	dévêtir	b1	['get undressed']
3074	déçu	a2	['disappointingly unsuccessful']
3075	dîner	a1	['take the midday meal', 'provide a midday meal for', 'a midday meal', 'the main meal of the day served in the evening or at midday', 'a light evening meal; served in early evening if dinner is at midday or served late in the evening at bedtime', 'a party of people assembled to have dinner together', 'a social gathering where a light evening meal is served']
3076	dôme	b2	['a hemispherical roof', 'a stadium that has a roof', 'informal terms for a human head', 'a concave shape whose distinguishing characteristic is that the concavity faces downward']
3077	eau	b1	"['secrete or form water, as tears or saliva', 'supply with water, as with channels or ditches or streams', 'fill with tears', 'provide with water', 'any of various cosmetic preparations that are applied to the skin', 'a facility that provides a source of water', 'a liquid necessary for the life of most animals and plants', ""the part of the earth's surface covered with water (such as a river or lake or ocean)"", 'once thought to be one of four elements composing the universe (Empedocles)', 'once thought to be one of four elements composing the universe (Empedocles)', 'binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent', 'once thought to be one of four elements composing the universe (Empedocles)', 'liquid excretory product']"
3078	ecchymose	b2	"['the action of bruising', 'damage (plant tissue) by abrasion or pressure', 'break up into small pieces for food preparation', 'injure the underlying soft tissue or bone of', ""an injury that doesn't break the skin but results in some discoloration""]"
3079	ecclésiastique	b1	['of or associated with a church (especially a Christian Church)', 'an Old Testament book consisting of reflections on the vanity of human life; is traditionally attributed to Solomon but probably was written about 250 BC', 'an Apocryphal book mainly of maxims (resembling Proverbs in that respect)', 'a clergyman or other person in religious orders']
3080	effacer	b1	['cut or eliminate', 'remove from memory or existence', 'wipe out digitally or magnetically recorded information', 'remove by wiping', 'remove by or as if by rubbing or erasing', 'remove or make invisible']
3081	effectif	c1	['presently existing in fact and not merely potential or possible', 'existing in fact; not theoretical; real', 'able to accomplish a purpose; functioning effectively; -G.B.Shaw', 'existing in fact whether with lawful authority or not', 'producing or capable of producing an intended result or having a striking effect; -LewisMumford', 'works well as a means or remedy', 'existing in act or fact', 'being or reflecting the essential or genuine character of something; ; - G.K.Chesterton', 'a rod carried as a symbol', 'the department responsible for hiring and training and placing employees and for setting policies for personnel management']
3082	effectivement	a2	['in fact (used as intensifiers or sentence modifiers)', 'in actuality or reality or fact', 'in reality or actuality', 'in actual fact', 'at the present moment', 'in an effective manner']
3083	effectuer	c1	['get caught', 'consent or assent to a condition, or agree to do something', 'be made known; be disclosed or revealed', 'sing a note with the correct pitch', 'create or manufacture a man-made product', 'put in effect', 'produce', 'carry out or perform an action', 'lead musicians in the performance of', 'perform or carry out', 'perform a function', 'carry on (wars, battles, or campaigns)', 'ask to represent; of legal counsel', 'engage or hire for work', 'kill as a means of socially sanctioned punishment', 'engage in', 'act so as to bring into existence', 'get (something) done', 'carry out a process or program, as on a computer or a machine', 'complete or carry out', 'carry out the legalities of']
3084	effet	c1	['an impressionistic portrayal of a person', 'an outward appearance', '(of a law) having legal validity', 'a concept whose truth can be proved', 'a vague idea in which some confidence is placed', 'an impression (especially one that is artificial or contrived)', 'an anticipated outcome that is intended or that guides your planned actions', 'all the copies of a work printed at one time', 'the central meaning or theme of a speech or literary work', 'a phenomenon that follows and is caused by some previous phenomenon', 'a symptom caused by an illness or a drug']
3085	efficace	c1	['existing in fact; not theoretical; real', 'able to accomplish a purpose; functioning effectively; -G.B.Shaw', 'exerting force or influence', 'producing or capable of producing an intended result or having a striking effect; -LewisMumford', 'works well as a means or remedy', 'being effective without wasting time or effort or expense', 'ready for service']
3086	efficacement	b2	['in actuality or reality or fact', 'with success; in a successful manner', 'with efficiency; in an efficient manner', 'in an effectual manner', 'in an effective manner']
3087	efficacité	c1	['capacity to produce strong physiological or chemical effects', 'power to be effective; the quality of being able to bring about an effect', 'capacity or power to produce a desired effect', 'skillfulness in avoiding wasted time and effort', 'the ratio of the output to the input of any system']
3088	effondrement	c1	['a disaster comparable to a nuclear meltdown', 'a natural event caused by something suddenly falling down or caving in']
3089	effondrer	c1	['lose significance, effectiveness, or value']
3090	efforcer	c1	['make an effort or attempt', 'attempt by employing effort']
3091	effort	c1	['a notable achievement', 'use of physical or mental energy; hard work', 'an effort that is inconvenient', 'not showing effort or strain', 'an energetic attempt to achieve something', 'a purposeful or industrious undertaking (especially one that requires effort or boldness)', 'a series of actions advancing a principle or tending toward a particular end', 'requiring or apparently requiring no effort']
3092	effraction	c1	['trespassing for an unlawful purpose; illegal entrance into premises with criminal intent']
3093	effraie	a1	['nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes']
3094	effrayant	c1	['causing fear or dread or terror', 'provoking fear terror', 'shockingly repellent; inspiring horror']
3095	effrayer	b1	['cause fear in', 'drive out by frightening', 'disturb the composure of', 'cause to lose courage']
3096	effroi	b2	['something that inspires dislike; something horrible', 'an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)', 'an overwhelming feeling of fear and anxiety', 'a very troublesome child']
3097	effronterie	b2	['audacious (even arrogant) behavior that you have no right to']
3098	effroyable	b2	['causing fear or dread or terror', 'extremely distressing']
3099	ego	c1	['(psychoanalysis) the conscious mind']
3100	eldorado	b2	['an imaginary place of great wealth and opportunity; sought in South America by 16th-century explorers']
3101	ellipse	b1	['an immediate transition from one scene to another', 'the United States federal department that institutes and coordinates national transportation programs; created in 1966', 'omission or suppression of parts of words or sentences', 'a closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it']
3102	emballage	b1	['the enclosure of something in a package or box', 'the business of packing', 'artifact consisting of soft or resilient material used to fill or give shape or protect or add comfort', 'the covering (usually paper or cellophane) in which something is wrapped', 'a message issued in behalf of some product or cause or idea or person or institution', 'a group of hunting animals', 'any material used especially to protect something']
3103	emballer	c1	['arrange in a container', 'put into a box']
3104	embarcadère	a2	['a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away', 'a platform built out from the shore into the water and supported by piles; provides access to ships and boats']
3105	embarcation	b2	['a small vessel for travel on water', 'a dish (often boat-shaped) for serving gravy or sauce']
3106	embarquer	b1	['set out on (an enterprise or subject of study)', 'proceed somewhere despite the risk of possible dangers']
3107	embarras	b2	['trouble or confusion resulting from complexity', 'some event that causes someone to be embarrassed', 'the shame you feel when your inadequacy or guilt is made public', 'feeling embarrassed due to modesty', 'the state of being embarrassed (usually by some financial inadequacy)', 'a situation from which extrication is difficult especially an unpleasant or trying one']
3108	embarrassant	a2	['hard to deal with; especially causing pain or embarrassment', 'causing to feel shame or chagrin or vexation']
3109	embarrasser	b1	['cause to be embarrassed; cause to feel self-conscious', 'hinder or prevent the progress or accomplishment of']
3110	embauche	b2	['a recently enlisted soldier']
3111	embaucher	b2	['engage or hire for work', 'hold under a lease or rental agreement; of goods and services']
3112	embellissement	c1	['the act of making something more beautiful', 'the act of adding extraneous decorations to something']
3113	emblème	b1	['an emblematic design (especially in heraldry)', 'special design or visual object representing a quality, type, group, etc.', 'a visible symbol representing an abstract idea']
3114	emblématique	c1	['serving as a visible symbol for something abstract', 'being or serving as an illustration of a type']
3115	embouteillage	c1	['preserve of crushed fruit', 'a dense crowd of people', 'a number of vehicles blocking one another until they can scarcely move', 'excessive crowding']
3116	embraser	c1	['set fire to; cause to start burning']
3117	embrasser	a1	"['a light glancing touch', 'fit closely or tightly', 'squeeze (someone) tightly in your arms, usually with fondness', ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'touch lightly or gently', 'any of several bite-sized candies', 'a cookie made of egg whites and sugar']"
3118	embrasure	b1	['an opening (in a wall or ship or armored vehicle) for firing through', 'an opening (in a wall or ship or armored vehicle) for firing through']
3119	embryon	b1	['an animal organism in the early stages of growth and differentiation that in higher forms merge into fetal stages but in lower forms terminate in commencement of larval life', '(botany) a minute rudimentary plant contained within a seed or an archegonium']
3120	embuscade	c1	['wait in hiding to attack', 'the act of concealing yourself and lying in wait to attack by surprise']
3121	embêtant	a1	['causing irritation or annoyance', 'the act of troubling or annoying someone']
3122	embêtement	a2	['(law) a broad legal concept including anything that disturbs the reasonable use of your property or endangers life and health or is offensive', 'a bothersome annoying person']
3123	embêter	a1	['treat cruelly']
3124	emmener	a1	['call together', 'meet formally']
3125	emmerdeur	c1	['something or someone that causes trouble; a source of unhappiness']
3126	empathie	c1	"[""understanding and entering into another's feelings""]"
3127	empathique	c1	"[""showing empathy or ready comprehension of others' states""]"
3128	empereur	b1	['large richly colored butterfly', 'large moth of temperate forests of Eurasia having heavily scaled transparent wings', 'red table grape of California', 'the male ruler of an empire', 'the male ruler of an empire']
3129	empester	a1	['smell badly and offensively', 'a distinctive odor that is offensively unpleasant']
3130	emphase	b1	['the relative prominence of a syllable or musical note (especially with regard to stress or pitch)', 'pompous or pretentious talk or writing', 'special importance or significance']
3131	empire	b1	['an eating apple that somewhat resembles a McIntosh; used as both an eating and a cooking apple', 'a group of countries under a single authority', 'a group of diverse companies under common ownership and run as a single organization', 'the German state', 'a monarchy with an emperor as head of state', 'the domain ruled by an emperor or empress; the region over which imperial dominion is exercised']
3132	emplacement	b1	['the act of putting something in a certain place']
3133	emplette	b1	['the acquisition of something for payment', 'acquisition of property by descent or by will', 'a means of exerting influence or gaining advantage', 'the mechanical advantage gained by being in a position to use a lever', 'something acquired by purchase']
3134	emploi	c1	['(psychology) an automatic pattern of behavior in reaction to a specific situation; may be inherited or acquired through frequent repetition', 'a damaging piece of work', 'the performance of a piece of work', 'the principal activity in your life that you do to earn money', 'the occupation for which you are paid', 'the responsibility to do something', 'a job in an organization', 'the act of using', 'assign to a station', 'the act of giving someone a job', 'a workplace; as in the expression', 'an object worked on; a result produced by working', 'a particular service', '(law) the exercise of the legal right to enjoy the benefits of owning property', 'the position where someone (as a guard or sentry) stands or is assigned to stand', 'the state of being employed or having a job', 'the state of having been made use of']
3135	employer	b2	"[""exerting shrewd or devious influence especially for one's own advantage"", 'use up, consume fully', 'take or consume (regularly or habitually)', 'put to use', 'test the limits of', 'habitually do something (use only in the past tense)', 'engage or hire for work', 'carry out or practice; as of jobs and professions', ""seek or achieve an end by using to one's advantage"", 'a particular service', '(law) the exercise of the legal right to enjoy the benefits of owning property', 'the state of being employed or having a job']"
3136	employeur	c1	['a person or firm that employs workers']
3137	employé	b2	['a worker who is hired to perform a job']
3138	empoisonnement	b1	['the act of giving poison to a person or animal with the intent to kill', 'the physiological state produced by a poison or other toxic substance']
3139	empoisonner	b1	['administer poison to', 'add poison to', 'kill with poison', 'spoil as if by poison', 'anything that harms or destroys']
3140	emporter	c1	['remove from a certain place, environment, or mental or emotional state; transport into a new location or state']
3141	empreinte	c1	['the area taken up by some object', 'a mark of a foot or shoe on a surface', 'the trail left by a person or an animal; what the hunter follows in pursuing game', 'a track or mark left by something that has passed']
3142	empressement	c1	['liveliness and eagerness', 'the state of having been made ready or prepared for use or action (especially military action)', 'a condition of urgency making it necessary to hurry']
3143	emprise	c1	['worker who moves the camera around while a film or television show is being made']
3144	emprisonnement	b1	['the act of confining someone in a prison (or as if in a prison)', 'putting someone in prison or in jail as lawful punishment', 'the state of being imprisoned']
3145	emprisonner	c1	['lock up or confine, in or as in a jail', 'confine as if in a prison']
3146	emprunt	b1	"['disposing of money or property with the expectation that the same thing (or an equivalent) will be returned', 'obtaining funds from a lender', ""a word borrowed from another language; e.g. `blitz' is a German word borrowed into modern English"", 'money or goods or services owed by one person to another', 'the temporary provision of money (usually at interest)']"
3147	emprunter	c1	"['get temporarily', ""take up and practice as one's own""]"
3148	empêcher	b2	['try to prevent; show opposition to', 'protect or defend (a position in a game)', 'refrain from certain foods or beverages', 'deprive of courage or hope; take away hope from; cause to feel discouraged', 'stop (someone or something) from doing something or being in a certain state', 'be a hindrance or obstacle to', 'keep from happening or arising; make impossible', 'prevent the occurrence of; prevent from happening', 'act in advance of; deal with ahead of time', 'do away with', 'abstain from doing; always used with a negative']
3149	empêcheur	c1	['someone who systematically obstructs some action that others want to take']
3150	empêtrer	c1	['twist together or entwine into a confusing mass', 'catch in or as if in a trap', 'take or catch as if in a snare or trap', 'entrap']
3151	en	c1	"['happening at a time subsequent to a reference time', ""a shot aimed at a person's head"", 'on first or second or third base', 'reducing prices back to some earlier level', 'the act of forcing the enemy to withdraw', 'an attempt to put the soccer ball into the net by using the head', 'an associate degree in nursing', 'someone who objects to siting something in their own neighborhood but does not object to it being sited elsewhere; an acronym for not in my backyard', '100 at equal 1 kip in Laos', 'half the width of an em', 'a rare soft silvery metallic element; occurs in small quantities in sphalerite']"
3152	encablure	c1	['a nautical unit of depth']
3153	encadrement	c1	['formulation of the plans and important details', 'a structure supporting or containing something', 'a framework in which a picture is mounted']
3154	encastrer	b2	['fix or set securely or deeply']
3155	enceinte	b1	['carrying developing offspring within the body or being about to produce new life', 'in an advanced stage of pregnancy', 'filled with or attended with', 'rich in significance or implication', 'electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance']
3156	encenser	c1	['perfume especially with a censer']
3157	encercler	b1	['surround so as to force to give up', 'form a circle around']
3158	enchantement	b2	['the belief in magical spells that harness occult forces or evil spirits to produce unnatural effects in the world', 'a magical spell', 'a feeling of great liking for something wonderful and unusual', 'a psychological state induced by (or as if induced by) a magical incantation']
3159	enchanter	a1	['cast a spell over someone or something; put a hex on someone or something', 'attract; cause to be enamored', 'give satisfaction', 'hold spellbound']
3160	enchanteur	a2	['capturing interest as if by a spell', 'a sorcerer or magician', 'one who practices magic or sorcery', 'a woman sorcerer']
3161	enchaîner	c1	['add by linking or joining so as to form a chain or series']
3162	enchère	b1	['the public sale of something to the highest bidder']
3163	enclave	b1	['an enclosed territory that is culturally distinct from the foreign territory that surrounds it']
3164	enclin	c1	"[""(usually followed by `to') naturally disposed toward"", 'having made preparations']"
3165	encombrant	c1	['not elegant or graceful in expression', 'difficult to handle or use especially because of size or weight']
3166	encombrement	c1	['excessive crowding']
3167	encombrer	c1	['hold back', 'block passage through', 'become or cause to become obstructed', 'shut out from view or get in the way so as to hide from sight']
